vlgiitr NTM reference — associative recall
Config: N=128, M=20, controller=100, heads=1
Task: seq_width=6, seq_len=3, items=[2,6)
Training: 100000 iters, RMSprop lr=0.0001 alpha=0.95 momentum=0.9, clip=10
Seed: 42

Model parameters: 67,538

/Users/admin/code/idris-ml/bench/reference/vlgiitr/ntm/modules/head.py:71: UserWarning: Implicit dimension choice for softmax has been deprecated. Change the call to include dim=X as an argument.
  s = F.softmax(self.shift_weighting_fc(controller_state))
iter  54000: loss=0.0000  bit_error=0.00  (61.4 it/s, 879s elapsed)
iter  54500: loss=0.0307  bit_error=0.02  (61.4 it/s, 887s elapsed)
iter  55000: loss=0.0431  bit_error=0.04  (61.4 it/s, 895s elapsed)
iter  55500: loss=0.0323  bit_error=0.02  (61.4 it/s, 904s elapsed)
iter  56000: loss=0.0000  bit_error=0.00  (61.4 it/s, 912s elapsed)
iter  56500: loss=0.0002  bit_error=0.00  (61.4 it/s, 920s elapsed)
iter  57000: loss=0.0054  bit_error=0.01  (61.4 it/s, 928s elapsed)
iter  57500: loss=0.0046  bit_error=0.03  (61.4 it/s, 936s elapsed)
iter  58000: loss=0.0000  bit_error=0.00  (61.4 it/s, 944s elapsed)
iter  58500: loss=0.0000  bit_error=0.00  (61.4 it/s, 953s elapsed)
iter  59000: loss=0.0631  bit_error=0.05  (61.4 it/s, 961s elapsed)
iter  59500: loss=0.0489  bit_error=0.01  (61.4 it/s, 969s elapsed)
iter  60000: loss=0.0000  bit_error=0.00  (61.4 it/s, 977s elapsed)
iter  60500: loss=0.0322  bit_error=0.01  (61.4 it/s, 985s elapsed)
iter  61000: loss=0.0671  bit_error=0.06  (61.4 it/s, 993s elapsed)
iter  61500: loss=0.0000  bit_error=0.00  (61.4 it/s, 1001s elapsed)
iter  62000: loss=0.0000  bit_error=0.00  (61.4 it/s, 1009s elapsed)
iter  62500: loss=0.0000  bit_error=0.00  (61.4 it/s, 1018s elapsed)
iter  63000: loss=0.0000  bit_error=0.00  (61.4 it/s, 1026s elapsed)
iter  63500: loss=0.0000  bit_error=0.00  (61.4 it/s, 1034s elapsed)
iter  64000: loss=0.0000  bit_error=0.00  (61.4 it/s, 1042s elapsed)
iter  64500: loss=0.0000  bit_error=0.00  (61.4 it/s, 1050s elapsed)
iter  65000: loss=0.0000  bit_error=0.00  (61.4 it/s, 1058s elapsed)
iter  65500: loss=0.0000  bit_error=0.00  (61.4 it/s, 1066s elapsed)
iter  66000: loss=0.0367  bit_error=0.02  (61.4 it/s, 1074s elapsed)
iter  66500: loss=0.0938  bit_error=0.04  (61.4 it/s, 1082s elapsed)
iter  67000: loss=0.0000  bit_error=0.00  (61.4 it/s, 1090s elapsed)
iter  67500: loss=0.0057  bit_error=0.01  (61.4 it/s, 1099s elapsed)
iter  68000: loss=0.0000  bit_error=0.00  (61.5 it/s, 1107s elapsed)
iter  68500: loss=0.0000  bit_error=0.00  (61.5 it/s, 1115s elapsed)
iter  69000: loss=0.0304  bit_error=0.02  (61.5 it/s, 1123s elapsed)
