dnc_recall	1	pass	4m28s	epochs=17800	acc=0.8527777777777777	seq_acc=0.45	acc_k2=1.0	acc_k4=0.8305555555555556	acc_k6=0.7555555555555555	seq_acc_k2=1.0	seq_acc_k4=0.25	seq_acc_k6=0.0	seed=1
dnc_recall	2	pass	4m26s	epochs=17700	acc=0.8138888888888889	seq_acc=0.35	acc_k2=1.0	acc_k4=0.7638888888888888	acc_k6=0.6916666666666667	seq_acc_k2=1.0	seq_acc_k4=0.15	seq_acc_k6=0.0	seed=2
dnc_recall	3	pass	5m18s	epochs=21000	acc=0.8555555555555555	seq_acc=0.45	acc_k2=1.0	acc_k4=0.8805555555555555	acc_k6=0.6916666666666667	seq_acc_k2=1.0	seq_acc_k4=0.35	seq_acc_k6=0.1	seed=3
dnc_recall	4	pass	4m29s	epochs=17500	acc=0.8083333333333333	seq_acc=0.3	acc_k2=1.0	acc_k4=0.8055555555555556	acc_k6=0.6638888888888889	seq_acc_k2=1.0	seq_acc_k4=0.25	seq_acc_k6=0.0	seed=4
reinforce	42	pass	3m23s	avg_return=200.0	epochs=2000	seed=42
reinforce	1	pass	3m15s	avg_return=200.0	epochs=2000	seed=1
reinforce	2	pass	3m27s	avg_return=200.0	epochs=2000	seed=2
reinforce	3	pass	3m24s	avg_return=195.4	epochs=2000	seed=3
reinforce	4	pass	3m21s	avg_return=200.0	epochs=2000	seed=4
a2c	42	pass	19s	avg_return=200.0	epochs=5000	seed=42
a2c	1	pass	19s	avg_return=200.0	epochs=5000	seed=1
a2c	2	pass	18s	avg_return=200.0	epochs=5000	seed=2
a2c	3	fail	18s	avg_return=133.6	epochs=5000	seed=3
a2c	4	pass	17s	avg_return=200.0	epochs=5000	seed=4
dqn	42	pass	17s	avg_return=200.0	epochs=300	seed=42
dqn	1	pass	15s	avg_return=200.0	epochs=300	seed=1
dqn	2	pass	15s	avg_return=196.4	epochs=300	seed=2
dqn	3	pass	15s	avg_return=189.8	epochs=300	seed=3
dqn	4	pass	15s	avg_return=200.0	epochs=300	seed=4
double_dqn	42	pass	14s	avg_return=117.0	epochs=300	seed=42
double_dqn	1	pass	14s	avg_return=185.8	epochs=300	seed=1
double_dqn	2	pass	15s	avg_return=186.5	epochs=300	seed=2
double_dqn	3	pass	14s	avg_return=196.4	epochs=300	seed=3
double_dqn	4	fail	15s	avg_return=67.3	epochs=300	seed=4
mountain_car	42	pass	1m3s	avg_return=-156.1	epochs=1000	seed=42
mountain_car	1	pass	1m1s	avg_return=-112.9	epochs=1000	seed=1
mountain_car	2	pass	1m4s	avg_return=-112.0	epochs=1000	seed=2
mountain_car	3	pass	58s	avg_return=-122.8	epochs=1000	seed=3
mountain_car	4	pass	58s	avg_return=-139.7	epochs=1000	seed=4
mountain_car_cont	42	pass	36s	avg_return=94.6	epochs=30000	seed=42
mountain_car_cont	1	pass	36s	avg_return=93.5	epochs=30000	seed=1
mountain_car_cont	2	pass	36s	avg_return=93.1	epochs=30000	seed=2
mountain_car_cont	3	pass	36s	avg_return=93.7	epochs=30000	seed=3
mountain_car_cont	4	pass	36s	avg_return=94.7	epochs=30000	seed=4
ppo	42	pass	18s	avg_return=-78.6	epochs=100	seed=42
ppo	1	pass	18s	avg_return=-90.3	epochs=100	seed=1
ppo	2	pass	19s	avg_return=-82.2	epochs=100	seed=2
ppo	3	pass	19s	avg_return=-103.4	epochs=100	seed=3
ppo	4	pass	18s	avg_return=-77.2	epochs=100	seed=4
sac	42	pass	39s	avg_return=-326.0	epochs=30000	seed=42
sac	1	fail	37s	avg_return=-691.8	epochs=30000	seed=1
sac	2	pass	39s	avg_return=-182.2	epochs=30000	seed=2
sac	3	fail	38s	avg_return=-647.1	epochs=30000	seed=3
sac	4	fail	38s	avg_return=-506.7	epochs=30000	seed=4
rnn	42	pass	4s	epochs=2000	loss=0.0004295855862015621	seed=42
rnn	1	pass	5s	epochs=2000	loss=0.0004607037981787592	seed=1
rnn	2	pass	5s	epochs=2000	loss=0.0004770823795440354	seed=2
rnn	3	pass	5s	epochs=2000	loss=0.00041753330359336853	seed=3
rnn	4	pass	5s	epochs=2000	loss=0.0004660387730729219	seed=4
lstm	42	pass	8s	epochs=1562	loss=0.001150878194070271	seed=42
lstm	1	pass	8s	epochs=1809	loss=0.0012160448283049952	seed=1
lstm	2	pass	8s	epochs=1628	loss=0.0011226296398929672	seed=2
lstm	3	pass	8s	epochs=1714	loss=0.0015223516577083222	seed=3
lstm	4	pass	8s	epochs=1486	loss=0.0013779043553678774	seed=4
gru	42	pass	8s	epochs=1669	loss=0.0007757392369034066	seed=42
gru	1	pass	7s	epochs=1389	loss=0.0007572745088819845	seed=1
gru	2	pass	6s	epochs=1158	loss=0.0008621391054013399	seed=2
gru	3	pass	8s	epochs=1702	loss=0.0010045653965350802	seed=3
gru	4	pass	6s	epochs=1189	loss=0.0010293917151910504	seed=4
seq_classify	42	pass	3s	accuracy=0.9780	epochs=1000	loss=0.223996	seed=42
seq_classify	1	pass	2s	accuracy=0.7740	epochs=859	loss=0.728302	seed=1
seq_classify	2	pass	2s	accuracy=0.9540	epochs=1000	loss=0.192740	seed=2
seq_classify	3	pass	3s	accuracy=0.9480	epochs=790	loss=0.318427	seed=3
seq_classify	4	pass	2s	accuracy=0.9700	epochs=1000	loss=0.321571	seed=4
mnist	42	pass	55s	accuracy=0.9908	epochs=5	loss=0.053577	seed=42
mnist	1	pass	56s	accuracy=0.9913	epochs=5	loss=0.057450	seed=1
mnist	2	pass	56s	accuracy=0.9907	epochs=5	loss=0.057358	seed=2
mnist	3	pass	56s	accuracy=0.9916	epochs=5	loss=0.054325	seed=3
mnist	4	pass	55s	accuracy=0.9904	epochs=5	loss=0.057945	seed=4
